Team,PtDiff,Offense,Defense,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
Dayton,111.748462472,100.529694419,106.60497332,99.9604222215,101.727041927,99.4315417287,100.998057167,100.514696424,100.815902256,100.186587321,102.175865703,102.177435159
Davidson,103.774917225,106.695500826,94.5352405943,102.675795419,100.54723514,99.2611353769,99.5204100118,98.116821045,101.488830417,99.2312521854,99.8892075788,101.733463421
Dartmouth,94.3411066195,94.2691016795,100.365249354,98.8196371748,98.0968163618,100.662757961,98.6059765044,101.09004408,99.4649695688,99.9141512761,100.709369889,99.0337899514
CS Sacramento,94.5343281584,99.2594198629,96.2689717037,99.9848598615,99.5364462654,99.1924739131,100.237764688,99.5371176786,100.077239492,99.7608858218,99.3229917331,98.3021992308
McNeese St,89.2533052855,94.7590288615,95.8952598569,99.8339357981,100.254719986,100.029786943,100.822022283,99.8087328757,98.1799801407,99.3993660813,98.622631658,99.9927647625
MD E Shore,88.8887929989,94.9832737139,96.6228853185,99.7258128984,97.0219358516,99.2085862269,99.2037944908,101.559426163,98.8300848039,100.04352018,98.5255030696,97.7431170125
Memphis,107.179691877,104.169572,99.5732613065,98.6069018082,102.277627686,101.13101582,101.984020393,100.216028465,100.799695758,101.0562458,105.373725452,98.9860118736
Mercer,101.957807277,95.1838425344,104.790013559,99.3662012471,100.430126303,100.271080909,98.4254722649,99.8897472962,100.993937262,99.281304391,95.949838669,102.748348021
Miami FL,117.941093321,105.994484372,105.657931613,100.169419078,102.130852365,99.9050691677,100.454341829,98.7705363587,100.371947223,100.157073547,103.101670225,103.454471266
Miami OH,94.0214200623,92.6178011285,101.075176494,98.8389836844,96.7186842795,100.12026225,98.7963404487,100.13848324,97.2602936636,100.465615215,98.1704051122,100.128272711
Michigan,114.235071541,104.160643403,104.058773201,103.054047198,99.9980419247,98.0517026015,99.175615331,97.5641716407,101.593138691,99.610259768,96.6765638154,105.183860055
Michigan St,120.100820153,106.999239519,106.284994878,101.124297095,104.037402062,101.303413736,101.635722054,99.1865013353,106.073005631,98.8851136944,98.9860966417,101.109685173
Montana,99.076904869,96.0683673258,103.524882247,99.9242237946,99.6803949082,98.7160422201,99.1887381954,100.366168482,99.5340360726,99.3755505451,98.5936651101,98.6955131466
Monmouth NJ,108.365975367,105.884862877,99.5567000275,100.857632185,102.289603403,98.943586155,100.594410863,99.5473383534,99.6021934651,100.909437519,102.158813496,98.0864960954
Morehead St,101.272732635,95.3642528218,103.659792665,99.1385248543,96.6263850451,102.293986047,99.222357883,99.8199328048,99.9177985662,101.417447453,98.3097211003,97.3261368317
Montana St,92.8180814905,100.01482272,93.2669100478,101.859036972,98.8786922341,101.380148841,98.7415173994,99.804944778,99.5394847889,98.5898189391,97.6593805328,98.8015878965
Missouri,99.6332084165,97.2939275475,100.435728834,98.526888772,100.859625311,99.1574321105,99.585959534,99.5287792844,98.953680503,100.02325299,99.715709454,99.8198702782
Mississippi St,105.114159771,103.555024266,98.8089605734,99.8489146436,99.4268510561,100.123352272,100.703263348,99.2793124359,100.717587459,100.378160459,97.0886206756,100.613177292
Missouri St,95.7617972442,96.402795474,97.8501243114,98.3288082958,99.9815052839,99.9853132402,100.261407672,100.313566917,99.709518106,100.44546286,101.530037083,101.754228637
Missouri KC,94.9914309123,97.625351177,98.2679380735,99.957905039,98.9926087449,99.642816374,99.3747831491,100.637485983,98.6626782691,99.6677606881,98.1108842735,98.5361750823
Winthrop,99.2512139626,105.373827863,92.8786171913,100.753847419,100.282075732,98.6899849482,101.370501302,100.299887124,97.7852600802,99.7518285085,101.619374196,98.6210354063
Morgan St,89.3575597582,94.4826451438,95.9359804131,98.7893538111,97.7370932609,99.7893420879,98.6698687718,99.2701953971,98.5663551285,100.323405206,99.1616727013,99.3324801095
Nebraska,107.675849303,101.692985057,101.956690742,99.7519992802,100.406238326,100.299611489,99.9529275796,99.6571650588,98.8838737741,101.302935796,99.9023794272,98.3711724547
Nevada,101.812427186,101.306426601,99.8521040856,98.3141841255,101.688182028,102.158193072,101.808812674,99.80910514,99.2063531967,100.878905212,102.863957678,97.7941409905
New Hampshire,92.3166502912,97.3916956807,95.6488648805,99.6314616332,100.50769466,100.206318384,98.2295174135,99.6295763069,98.7748087002,97.6998964773,101.025921802,100.553027101
New Mexico,106.849615141,105.567279897,99.7272211546,99.2578913908,102.153537625,99.4594850943,100.779192983,102.52617275,101.696965094,99.9391994208,103.539724038,98.732662443
NC Central,89.634953641,94.3166661174,96.8895792406,98.8418209831,97.7357484574,100.187715696,98.1405521802,100.682129816,98.5932647971,100.27779496,99.7037030255,99.5890815207
NC State,108.676868316,102.448932147,102.85092485,99.0109813329,101.527550992,102.569616339,100.739052388,98.3791907529,99.2359931325,98.823848491,103.168289706,103.700113548
NE Omaha,102.891731952,107.846646782,93.1827115453,98.6192305256,99.6426240429,99.4634714416,99.4253165668,100.721628116,100.863071251,102.748937776,103.195566222,98.786933123
New Mexico St,103.580825708,97.4267832566,105.046732409,97.9418063722,102.194671895,101.428622529,100.748823748,101.037985024,99.8338470892,97.8234200796,97.9463563888,104.444062399
New Orleans,91.5880168867,96.2884668034,96.0557694065,97.7667603457,99.1933344484,101.886447593,99.8430406824,101.116997626,99.4492361485,100.982442735,102.871040442,96.7793780704
Seton Hall,110.981929665,103.452477573,103.911408129,98.8478946831,102.096442547,102.942895959,100.912585742,100.190355355,100.516692827,100.781111612,102.124805517,101.932161834
Seattle,90.8190496783,91.3548290181,100.462135741,99.6421959979,99.1967436714,98.5630197492,98.216663355,102.039190591,99.5311656149,99.4508920658,96.082160409,101.733683683
Siena,103.793503157,102.468290951,99.2786668535,99.1896284048,100.625906,100.704393273,100.902979618,101.912705092,100.103038211,100.137710576,102.647088468,98.0681396282
SF Austin,104.96177568,101.034939369,101.796097183,100.577582374,97.6233475263,100.013618086,99.831312052,99.4591008505,102.472291264,100.831780897,96.8891408909,100.683018237
South Alabama,93.2948399888,95.7354568212,98.6419719955,99.3322656603,99.4374905005,100.84596066,99.7604317137,100.992884411,98.1807651479,100.393442052,99.2994610611,98.9914239348
SMU,116.536685486,106.081380119,104.673365348,99.5007695592,101.255776187,102.530325826,100.862200606,100.080868432,102.870156553,99.6801653504,100.285975079,103.49001837
South Dakota,95.8577389113,101.232078852,94.8249095141,99.8380967793,98.2036690868,98.5171684972,99.577813713,98.9943803691,102.088962222,100.609517939,97.3057259042,98.7336794236
South Carolina,110.317429021,104.413459091,102.629760505,98.8905763538,102.185943812,102.057331682,100.971160632,101.305794526,99.9021026755,100.375800425,105.62043706,99.6897038843
Southern Miss,90.7089385522,89.8670642076,101.915078054,100.425717812,98.2796716999,98.2612638515,98.7825328355,100.283006443,98.285858983,98.518383782,97.7672658933,99.869482803
South Florida,95.1608156717,93.3881234768,100.946974496,97.0198632717,101.947449323,101.123901531,101.348916496,101.972249517,97.1529474491,98.2424489107,99.6565767529,98.8449448318
Illinois St,99.5155937665,96.7995104378,101.050487008,100.028233829,98.8826919591,100.711963336,100.143108517,100.392732989,99.9765690539,100.366717326,97.8834714221,101.251320555
Illinois,102.508430801,102.296633571,98.8127956511,101.116333251,99.1649002531,97.5588500567,98.6469021769,98.0608028704,100.68684999,99.6904336124,100.167524684,104.01092382
DePaul,101.429781338,98.8330173893,101.009248878,98.6662449917,100.731858428,100.241703697,99.9319928572,101.579631484,99.8049761606,98.9371938114,99.3181571193,98.9578662184
Denver,95.6098748568,91.2275536921,103.763924853,100.137678366,95.8731067377,95.4723237611,98.8817655496,100.240044596,100.58234902,100.239529315,95.7936731001,100.068655084
Butler,114.151520042,106.07312608,101.962043656,99.7800227587,99.9792255822,100.497865929,100.021183558,97.934487876,100.967815543,100.398209188,102.225438971,100.187250662
Buffalo,101.491041919,101.56578724,98.2080632141,99.8002961448,101.222138128,100.932180438,100.045532949,100.690314107,99.3082674124,100.851411003,104.240142802,99.823628174
Bradley,86.826933955,86.5923921601,100.587714972,98.3700443863,100.434925704,99.295362132,99.5239604463,102.155840444,96.3762873086,98.7785645217,99.1938131054,96.4915589033
Bowling Green,96.5818394205,97.8614714126,98.1594134229,98.888852598,101.011878944,100.323022455,100.10002702,100.100989362,97.501871769,99.9851296614,102.475248147,99.289226022
Boston Univ,95.8315018662,99.1256604111,95.9691218764,100.908254945,99.7847051404,98.3751401977,99.9796170291,101.36670487,100.376188768,99.332493453,99.8815188948,100.032592827
Boston College,96.6175624254,92.9426064372,103.435923447,100.366363297,100.923328188,97.8373014056,100.139955518,100.540868698,99.4059841402,99.7217607231,96.5510966293,100.547193723
Bucknell,99.9072061668,103.305992399,96.0796961652,100.119025144,100.377014799,98.5954896991,99.3524271572,100.65718368,101.096601775,100.623626625,103.158849723,96.9775276981
Bryant,85.3186001591,91.4717094513,96.491021431,99.8344051716,98.7204246869,99.7215934986,99.5937956073,100.41773001,99.8857822626,99.8728600958,94.4554464128,102.703006805
Brown,92.4175126471,99.8424904138,92.9420350458,101.120908292,100.648598154,98.8796844553,100.373427339,100.883830598,102.170307832,98.736830217,101.515296226,98.1802513519
Drake,94.8701969793,97.2272160484,97.2802228955,100.65300785,100.252600029,98.4020750966,98.6866726285,100.160404694,99.4197913697,98.0521604114,96.9940396301,103.107014449
Detroit,97.3976789032,106.912151625,90.4427831594,100.834691914,99.9590781534,100.467712179,100.687889241,101.096215776,99.1275654206,100.422373323,103.422405421,94.4060475108
Vermont,99.1783266872,98.7576492091,99.5871028476,99.7299066331,100.50485071,98.4131987342,100.480768002,100.058602146,99.6189105401,99.335428119,100.316944885,100.419907659
Villanova,120.006905514,103.673574501,110.68531641,101.130024871,101.518376306,100.061720576,100.338089774,98.7746775314,102.18220633,100.814687611,99.0792905654,104.047200076
Valparaiso,113.334427109,99.8857245154,109.573795069,100.721010877,102.879286814,101.16804243,100.583169134,100.204374263,99.4141164955,100.925252683,99.4279915848,100.734679792
Vanderbilt,116.484361123,103.08655661,107.633894523,101.128725588,102.945728309,99.3275324408,101.634684849,98.9815191868,101.477987171,98.85090692,101.554991011,101.44402878
VA Commonwealth,112.953007571,105.524459755,102.606352433,100.977096673,99.1828095802,101.756570284,100.378825674,99.5809614091,101.055376695,102.910877851,100.329863346,99.8141911402
Utah Valley,91.9721963796,99.2778995217,93.4102884162,100.518965627,101.549185022,98.8606430964,100.018543417,101.100239046,99.9270883457,99.6991472721,99.8031943627,97.826278436
UTEP,95.1394647488,98.1974060597,97.213136226,99.3878902251,101.670045756,98.4281861724,100.362703375,100.164196184,101.157344901,99.4752024889,100.534571883,99.0767821496
Virginia,117.745076827,102.074309845,111.103062131,99.249173283,99.7064319588,98.808746826,99.7279632755,97.6292438681,101.486313023,99.7038499465,98.3375575794,103.85039115
Virginia Tech,105.364269878,103.027084456,100.222347967,99.0016188098,100.102252752,100.129849624,100.253742822,100.209561773,99.3787568006,99.4147764202,105.096295358,101.185559268
Rhode Island,106.571917988,98.2177133713,105.990189864,99.893643472,98.9438965992,100.438920891,101.334311879,99.1555416487,98.9631708013,99.7491541906,101.138625797,99.359165557
Rice,90.6911458596,100.537597916,90.4037622429,99.9955207006,97.1126658057,99.2835418388,99.2934103585,100.041769697,99.1866205444,100.110282465,101.7152832,98.6767097326
Idaho,96.1743659892,93.2090542002,103.242611287,99.1307317778,100.566816266,99.6905725421,99.1942535688,102.899846106,97.8621411443,98.9842932292,100.520166299,100.383039314
Howard,89.8164722454,96.318682824,94.4778336106,97.9969734094,98.7420775755,100.493958641,99.5156935009,100.710425763,95.4913083858,100.564826326,105.229017054,100.170111252
Houston Bap,93.8229899361,98.0809015802,96.1032702292,98.3401889138,100.065399436,100.13583474,100.115736403,101.115775592,99.0026051246,99.3175202115,104.152254034,97.7968046396
Houston,107.504709605,102.889142394,100.60191476,99.8403727436,100.324667039,102.571918954,100.443161115,98.9370966688,99.461357445,99.6551476826,100.067690465,98.1828378578
Holy Cross,89.6489703546,91.8046337272,99.0823706327,100.21699885,97.4242418966,97.0570773828,99.1239953502,99.4127542347,100.560711387,99.6180396573,98.8409690591,102.920308172
Hofstra,105.382949331,103.567469672,99.0443493043,101.321320822,101.38666573,101.671404545,99.4550353265,99.0921278339,101.6743219,100.245188609,102.097779482,105.391358825
Portland St,93.5563097359,98.4233194033,96.7911853147,98.4935070932,99.7256730346,99.8070483657,100.538552361,100.981124456,102.533225577,101.513486287,97.7057491693,101.485524775
Prairie View,84.2298972256,89.9125059186,96.8848056433,97.3640528297,95.3041922623,100.25977074,99.2052953445,101.199015021,96.7706500237,101.308560632,99.0941077253,97.4085240196
Presbyterian,88.8637676112,92.1785915119,97.6995299053,98.4903650842,97.9648732444,97.7457856299,98.6429112952,101.26593548,97.7924010765,100.551184244,97.4349487904,98.2595052688
Princeton,108.758143021,102.881243323,102.291525048,101.535317892,101.724824174,99.6044150239,100.079311683,98.8248011967,101.020043964,100.642693941,99.6087026294,103.396845561
Providence,109.4932625,102.050145097,103.865824264,99.6813184243,99.9685325553,101.468582849,100.667730597,99.3575668097,101.572298348,100.596321815,100.873882827,104.540419135
Purdue,119.279930598,105.188378271,106.860728659,100.71939292,104.419734759,100.786341891,101.276485449,100.306632769,103.482948544,99.4581305813,100.439463322,103.270340679
Quinnipiac,92.2599571774,92.2560040711,100.718971356,100.784050875,100.622286019,104.320763944,100.666160837,101.767111288,98.4064889479,98.3436550047,96.8158518354,99.0131445173
Radford,97.8479708448,98.1002444229,98.3925640174,100.134880174,98.5665404944,101.351603462,100.736845838,99.2983465982,99.3886322104,99.6442841934,96.7725438943,101.098325643
IL Chicago,84.0943110789,91.9965835645,93.969482261,97.3598089374,99.8266089846,101.325244831,100.414670542,102.334716902,98.1514691518,99.5163646393,102.207465237,95.7249266033
Idaho St,90.4865885497,97.5947312893,95.1318568296,100.540588582,99.6981155805,98.6526612297,98.7645313783,100.96079104,98.5963274684,100.449827275,99.3961432905,99.3035775609
Cal Poly SLO,99.4348896451,101.834392035,97.3769715144,100.331596407,99.7022281485,99.4187841937,99.6527146856,98.0636069334,101.192719604,99.6358540778,99.8906682134,99.3488638218
California,111.032792884,102.544239786,105.330480697,99.6298013335,103.090000568,100.384345255,101.410697803,100.606925823,99.7785396936,98.5200804115,102.162707657,99.6676533881
BYU,110.660326488,108.57129847,99.3976718139,101.057506667,102.598044435,100.824590649,100.742762664,100.246943188,101.522255846,100.450625337,101.604837878,100.859580396
C Michigan,101.367750765,102.254181478,98.3444903085,102.14110431,99.303806133,98.9736646398,99.1432781274,98.3105937428,100.356417957,99.4538187081,99.1841292582,101.667625326
Cent Arkansas,86.2410104477,98.6700098351,89.1274304862,99.5170814325,98.6168699911,99.5212115471,100.304174535,100.898037116,99.5011128696,100.279551945,100.806124446,99.4528722527
Campbell,89.2787345432,95.5329711857,94.6625072398,100.088299881,98.1131913524,97.853502842,98.1921616892,98.842491075,97.255558098,100.309885192,99.9350800077,98.0468260756
Canisius,97.1229460367,103.337360451,93.1997204416,101.703378791,96.8181388221,100.09904904,99.3047011851,98.8809057483,101.262886262,99.8509671736,101.769101594,97.8838838365
Maine,86.8333244183,101.032270464,86.2874394329,100.589904378,98.5697050998,99.628752886,99.4265462294,102.996720329,101.096586309,101.606199415,99.3475998224,97.4173471912
MA Lowell,88.4948843173,98.3809291417,90.4958993411,101.024586473,98.4542682109,98.760936727,98.9608223066,102.205299503,100.373847706,100.096369728,98.3739107162,98.5909671408
Central Conn,79.4152617378,90.446652935,92.5494641139,98.7847703924,97.7808354874,99.5415949124,100.02732359,100.581306191,97.8752181311,98.5120931621,97.0772070986,101.493267491
Charleston So,91.5710830773,97.4008096548,94.4721692331,101.883320793,99.5299987417,97.7774160773,99.0350043948,100.185786755,99.6426485112,98.8441484505,96.2387679456,98.9836086905
Marshall,100.961487665,108.483795132,90.3218979355,102.123315149,100.974017709,99.7932598244,99.7461854811,100.274969548,102.748434737,101.039252378,98.0561000441,100.066414725
Marquette,104.945055038,100.969546501,101.089212463,99.3899337542,101.286438572,99.2352415114,100.671351711,101.186627107,101.832243271,101.003774197,100.021883199,103.766623305
Marist,89.1566931988,96.5030939934,93.9820474485,100.956535233,97.7484587762,98.701602759,99.4988619731,100.070138805,98.3042980252,98.7759606786,99.2047649925,99.3895875576
Manhattan,93.4679791087,93.5386859315,99.2475329233,100.67905477,97.0857812089,97.4244430696,98.4639596996,101.256411097,100.290960478,101.106322788,99.3485246197,97.0458835527
Youngstown St,91.1032000945,100.956503777,92.1318690527,100.936445217,99.4652777751,98.5270077864,99.0903093802,98.8767958177,100.694060511,100.109391607,97.6892311316,99.5354592003
Wyoming,98.9277604793,96.1734536023,102.046588164,101.906491957,99.0426955381,95.4903670507,99.4843762264,99.3933758423,99.0895402426,98.4182505683,101.361809848,100.126408207
Wright St,99.8947185197,96.0710011223,103.182741952,100.76399098,99.333957938,96.3881367659,97.8971805658,99.2528132945,99.9669970989,99.6096061991,96.0942968938,97.2392645253
Yale,108.511320847,99.0160216762,105.255839625,99.3967896132,100.475242697,102.43960745,100.303977331,101.661702366,101.512239266,99.9176679379,103.326664514,100.969655258
Xavier,116.731259502,109.028174165,103.276922087,100.228500671,103.771156298,101.719541215,100.177161845,100.282224897,103.029147573,101.03583863,105.084045378,101.731257159
North Texas,89.0468188851,97.334461462,93.6136605652,98.2831678112,98.8815928378,99.8962158487,100.034137011,101.699482117,97.7913650109,100.264159251,102.782614317,97.6018060885
North Florida,102.419838597,106.523242486,94.2907670011,104.371669123,100.124741432,97.6701947796,101.48425199,98.1967332598,102.020269184,98.9415415442,96.478975012,103.168526126
North Dakota,96.6826848232,97.2910351359,99.3361769918,99.399092685,101.658762082,97.8923049474,99.446286392,101.254546967,99.3820286729,101.158471205,99.8380987111,99.6489051339
North Carolina,119.433165157,112.722439274,101.697019697,98.7465623351,102.893601403,103.04307399,101.054712493,98.871498945,104.411937923,101.152382145,102.547590254,102.758016516
