Team,PtDiff,Offense,Defense,Pace,Threes,DefRebounds,OffRebounds,Blocks,Turnovers,Assists,Steals,FreeThrows,FreeThrowsGiven
UNC Greensboro,95.8200204129,96.8735810628,97.8831296917,101.876947584,101.423156811,98.7458869304,99.4271273242,98.802544099,99.3966073306,100.029149434,100.00444915,95.4404771308,99.5556892569
USC,111.651621115,107.100169236,100.503317984,103.115651671,100.60867315,102.765751255,100.963705168,101.612195863,99.786197449,101.525079061,100.124991864,101.220126767,103.009011277
UNLV,104.113212254,103.160451779,100.041731254,101.467505428,99.9886679343,101.580105158,99.8841792821,101.362422208,101.132136086,101.21966793,100.985138011,102.41846978,98.8190330606
UT San Antonio,84.2686999082,98.3647942566,89.081865009,101.312373314,99.7688579782,98.2162215921,99.3851659917,99.2924164635,100.282747207,98.3615552857,100.300308154,101.15143117,96.2403522615
UT Arlington,106.615127331,104.577035996,99.4651016808,106.231330252,100.898611845,102.250313368,103.108372064,99.3407857056,100.252864556,102.97859137,101.171019774,100.938682227,97.8719223942
Utah St,101.771246415,101.374063851,99.6956992343,99.3030908451,101.108392515,100.098859666,99.4476697463,99.2715264534,100.107575282,101.231054282,99.456400791,98.751959798,102.993781174
Utah,113.978387453,104.254029755,105.163791054,97.8454669786,100.456856028,102.716913604,98.9271207172,100.77552169,99.642924661,101.475464637,99.7328443039,100.62217063,106.566812527
Grambling,83.1330328568,86.8528766579,98.108145633,95.9104345512,98.1566915948,96.8235204361,98.2529822007,98.4003134436,100.723011585,95.2859905949,100.298278614,99.8801912086,99.1426546257
Grand Canyon,102.091248556,100.679256121,100.656231723,99.9534230517,99.2879370958,100.703175278,100.001536385,99.0882043133,99.9906883643,100.419910542,99.7498166099,101.739036183,99.8061122522
Samford,96.1836712484,98.108414862,97.3497933603,98.9684066922,98.7123695477,97.5246815104,99.6912943918,99.5373743885,99.9714209349,99.2666242433,100.577299267,100.781210541,97.3053153508
Sam Houston St,96.2615493676,96.6717665758,98.8852774755,100.824940882,100.388997641,99.6830496108,99.7131315796,98.4056595851,98.3793035512,101.071137541,99.4237033545,99.1312227208,98.7026397526
Hartford,87.5405711532,96.6306806024,92.0170310549,99.2726322315,102.037327516,98.131164236,96.6478969758,98.4341771635,99.3496464378,98.9995070144,99.8896937585,99.6673849595,97.8644862994
Harvard,100.00053631,95.8092343335,102.773080847,97.0854248505,100.646474665,100.750678738,99.3714390356,101.098094397,101.503018305,101.890637878,98.9033212193,97.7597526244,101.806417676
Hampton,93.7235408191,99.1432538915,95.904984458,102.432285137,99.4211470673,100.846982066,101.898068889,99.9628145195,100.694423635,98.7303099208,99.4664418125,103.454591687,99.7118189219
Rutgers,91.2153272687,96.4987853351,95.1644497291,100.288341978,98.5351628129,100.479624924,99.0227487582,100.185077838,100.778262219,99.0207299056,100.016717794,99.518413121,101.638424329
Robert Morris,88.999502155,92.1317902197,98.8454693126,98.2334809384,98.9474813709,97.7072645475,98.7088562671,100.298410313,100.852964713,99.2487689448,102.007371129,99.0254855984,101.079410495
Hawaii,108.062861537,103.465986101,101.912998559,98.9831756988,100.082276113,101.0253335,99.347923746,100.242884092,100.609777216,101.397774057,101.465869827,103.225529397,98.8557753679
Richmond,105.709836145,103.538757447,98.7573856587,100.201436209,100.513978713,99.4496901851,97.8669672291,99.0581226959,98.3308851013,102.573403344,100.668197176,99.6787082852,100.510288266
Sacred Heart,89.8608466261,98.5714326243,92.4759916023,101.003364773,99.2528693641,98.832360567,100.909466229,99.1996669464,101.141975811,98.7056272667,100.169421803,101.109404187,97.7345668028
S Illinois,101.814003544,101.01111055,98.7236353594,100.671003874,99.6248103701,98.838236218,100.704343733,98.700245205,100.737065284,98.7435632206,100.633590545,101.118628324,98.4960206398
S Dakota St,106.699911722,103.242825231,101.538472967,100.338957827,100.871685814,101.273997232,100.303426194,98.9723321732,99.2566847047,99.0339087775,99.0362658963,101.47812094,98.7646315501
S Carolina St,92.1582719932,97.8820665895,95.0331585036,100.841876769,98.7778796506,98.169950142,99.0371219724,99.4900764713,98.827578742,99.0663458142,99.0535791284,98.5423649841,99.4851264958
CS Northridge,94.3946242931,98.8795798845,96.6598312308,99.428220807,97.7250817426,100.086901708,99.6229110587,99.7585794824,100.981026195,100.251012339,100.679921578,102.306811553,100.033280155
WI Milwaukee,103.504948322,101.939958789,100.283321682,99.8906404741,101.838406895,99.6506724144,99.0757418656,98.800786903,98.4023486299,101.72293579,98.8431594701,99.4579804493,102.468455513
Wichita St,115.231409804,102.475303348,108.905610049,100.714461282,100.410724875,100.635669088,100.657290895,99.9834649607,97.9512685761,101.31144044,100.769825668,101.126560915,99.3679397171
Alabama,106.038009978,96.8252300779,106.000332562,96.3094721121,100.478280175,100.816631226,99.0326984295,101.781310107,100.168645877,98.6808958929,100.195732917,100.385115993,100.239852002
Alabama A&M,89.4688907652,93.6931541479,96.7711945251,100.081248466,99.2105242739,97.2357572161,100.387139062,98.6484896129,98.9656425561,98.8669031049,99.5076554061,99.4387372678,98.8851032441
Washington St,98.6398098977,99.6085371326,99.0449932991,97.6021661064,99.0787052944,101.684799699,97.6102434426,100.872215698,101.52041705,100.382998468,98.9468790324,98.9110271938,100.048912881
Weber St,101.092532868,98.2029899274,102.399364235,95.6032992494,100.575402649,102.026982951,98.0117356373,99.7274181684,100.960253309,99.3911105874,98.6888949361,101.027199914,102.317004301
West Virginia,120.864077449,107.389714542,106.635820621,102.14199604,99.3884952315,99.7662552127,104.088301325,99.5386138459,100.681655604,101.921881352,103.224491579,105.893200272,95.7031469274
Abilene Chr,87.9208100318,94.2349244913,95.5292936186,96.7822267213,99.5528360651,97.0628363118,97.715004427,99.0424793137,100.187975704,99.0466863448,100.505695537,99.4589224841,98.353919586
Wisconsin,111.183498889,99.1616886368,108.350679309,97.7580260125,99.8865539455,99.821724063,100.378634157,100.09615768,98.6360602702,99.1865223343,100.072493561,101.344176103,101.868182124
Wofford,98.3813064097,96.898927693,99.5831790699,97.515356185,101.052889794,97.9560857724,98.2116768825,98.1440164907,99.1908311771,100.714466538,99.5340705214,98.3409514487,98.8611092133
Alcorn St,86.9630215632,92.7362885039,96.9088020059,100.155335288,99.0749229921,96.9243117383,101.299424501,100.067397613,100.616807246,95.901756475,98.6339576113,99.3532049929,98.9967000583
Air Force,93.9463556634,94.8794342818,100.002084278,97.0095594646,99.5148266889,100.291795628,98.0964027675,98.485425681,100.482369045,99.8642473705,99.7368695416,99.9115648522,101.465754788
Appalachian St,93.2732506459,99.151578804,94.7701575565,102.137400518,100.52804119,99.1954625976,101.687585035,99.8829753699,101.145153136,99.2221949026,99.0715111261,101.36558368,97.9753723794
Akron,106.019855164,102.267180904,101.961764358,101.809428475,103.765353472,100.594342938,99.706756809,100.426820643,98.5423673885,100.863426286,99.786166963,97.7291822258,101.498816739
Arizona St,106.389983566,102.14559719,102.178492032,100.899286304,100.946850838,100.707440695,100.888531103,99.8214770819,99.5048173072,99.9611215841,99.5418020514,101.857615927,101.391267066
Arizona,116.674462419,107.045854139,105.107340274,99.2048770726,99.4013168536,103.214604496,100.253307915,101.292521113,100.116572349,101.215048282,99.149059376,102.761213329,104.184749563
Ark Pine Bluff,83.6861578142,86.0803242718,98.7470179452,96.8501288408,99.2401175992,96.2907528042,99.2956625794,99.9797062468,101.910805253,96.9818096261,100.944759979,95.6085986556,95.3737867444
Ark Little Rock,108.31733351,97.6176725772,108.475855575,98.4062507232,99.7788020486,99.0333648322,98.6364972706,99.5787049592,97.9804957023,99.8244957856,100.63223697,96.743755546,101.852432256
Colgate,93.9561223945,96.1289809604,97.4935115781,97.7075338311,101.418466197,97.1674119136,98.6334404035,98.7699421022,99.8940917212,99.9065041649,99.7560281451,96.8766436057,99.5426224723
Col Charleston,102.992701156,92.7336414488,108.120197497,98.1118083554,99.8301173538,99.051710172,100.49524954,98.9903964764,100.60340206,98.5181352179,100.917788833,97.8135989516,100.541311604
Clemson,109.911591246,99.7205011621,106.405864521,99.127514004,100.536802686,100.474285467,100.024888882,101.531285302,98.2577401688,100.151094302,100.053808309,98.6892616956,104.794800784
Citadel,86.2947403511,107.762208792,78.3713494874,112.474697199,103.205672941,98.4099980835,101.136345027,99.4676618251,100.500699647,100.815296829,101.843921319,99.6704919605,93.4645997518
Coastal Car,99.6039759969,97.0855648486,101.416382871,100.188134029,100.246671075,101.032708671,100.190984882,99.5921638534,99.9320515512,98.5907772288,99.6939696038,98.754801197,100.429056281
Cleveland St,91.2411253435,88.5447646908,103.365401701,97.3088556639,98.7289468655,97.3032434958,99.8395785984,99.1025434549,101.291441556,97.2989269892,100.217251431,96.3239189869,97.9274662414
Chattanooga,105.203819903,98.5527981684,103.07126112,99.7222728658,100.400202106,98.6454437512,100.357812382,100.56579282,99.0645789171,100.217700469,101.382019863,100.313884602,102.199210991
