Bottle v0.12.13 server starting up (using WSGIRefServer())...
Listening on http://0.0.0.0:80/
Hit Ctrl-C to quit.

/home/skellert/anaconda2/lib/python2.7/site-packages/bs4/__init__.py:166: UserWarning: No parser was explicitly specified, so I'm using the best available HTML parser for this system ("lxml"). This usually isn't a problem, but if you run this code on another system, or in a different virtual environment, it may use a different parser and behave differently.

To get rid of this warning, change this:

 BeautifulSoup([your markup])

to this:

 BeautifulSoup([your markup], "lxml")

  markup_type=markup_type))
67.164.229.210 - - [07/Apr/2017 16:04:09] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:04:40] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:04:41] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:05:12] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:05:13] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:05:44] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:05:45] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:06:16] "GET /masters HTTP/1.1" 200 26785
67.164.229.210 - - [07/Apr/2017 16:06:17] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:06:21] "GET /masters HTTP/1.1" 200 26785
128.138.65.138 - - [07/Apr/2017 16:06:21] "GET /static/score_graph.csv HTTP/1.1" 200 2960
67.164.229.210 - - [07/Apr/2017 16:06:48] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:06:49] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:06:52] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:06:53] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:07:12] "GET /masters HTTP/1.1" 200 26783
73.98.162.169 - - [07/Apr/2017 16:07:13] "GET /static/score_graph.csv HTTP/1.1" 200 2960
67.164.229.210 - - [07/Apr/2017 16:07:21] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:07:21] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:07:23] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:07:24] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:07:44] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:08:15] "GET /masters HTTP/1.1" 200 26783
128.138.65.138 - - [07/Apr/2017 16:08:16] "GET /masters HTTP/1.1" 200 26783
73.98.162.169 - - [07/Apr/2017 16:08:17] "GET /masters HTTP/1.1" 200 26783
67.164.229.210 - - [07/Apr/2017 16:08:17] "GET /static/score_graph.csv HTTP/1.1" 304 0
73.98.162.169 - - [07/Apr/2017 16:08:18] "GET /static/score_graph.csv HTTP/1.1" 304 0
128.138.65.138 - - [07/Apr/2017 16:08:18] "GET /static/score_graph.csv HTTP/1.1" 304 0
67.164.229.210 - - [07/Apr/2017 16:08:47] "GET /masters HTTP/1.1" 200 26783
